Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
65204,12/2/2019,Shopping Iguatemi Fortaleza,Bermuda Linho,4,R$ 195.00,R$ 780.00
65204,12/2/2019,Shopping Iguatemi Fortaleza,Sapato Listrado,1,R$ 363.00,R$ 363.00
65204,12/2/2019,Shopping Iguatemi Fortaleza,Gorro Linho,2,R$ 124.00,R$ 248.00
65205,12/2/2019,Shopping Center Leste Aricanduva,Cinto Listrado,1,R$ 214.00,R$ 214.00
65206,12/2/2019,Shopping União de Osasco,Pulseira Xadrez,3,R$ 87.00,R$ 261.00
65207,12/2/2019,Iguatemi Campinas,Cueca Linho,2,R$ 93.00,R$ 186.00
65207,12/2/2019,Iguatemi Campinas,Relógio Listrado,2,R$ 218.00,R$ 436.00
65208,12/2/2019,Shopping Center Interlagos,Bermuda Xadrez,3,R$ 155.00,R$ 465.00
65209,12/2/2019,Shopping Iguatemi Fortaleza,Calça Estampa,1,R$ 177.00,R$ 177.00
65210,12/2/2019,Shopping Morumbi,Camisa,1,R$ 100.00,R$ 100.00
65210,12/2/2019,Shopping Morumbi,Relógio Estampa,2,R$ 219.00,R$ 438.00
65211,12/2/2019,Iguatemi Esplanada,Meia Estampa,1,R$ 50.00,R$ 50.00
65212,12/2/2019,Shopping Recife,Camisa Xadrez,3,R$ 105.00,R$ 315.00
65212,12/2/2019,Shopping Recife,Short Estampa,4,R$ 96.00,R$ 384.00
65215,12/2/2019,Palladium Shopping Curitiba,Short Estampa,1,R$ 96.00,R$ 96.00
65215,12/2/2019,Palladium Shopping Curitiba,Casaco Xadrez,1,R$ 259.00,R$ 259.00
65215,12/2/2019,Palladium Shopping Curitiba,Tênis Estampa,2,R$ 256.00,R$ 512.00
65216,12/2/2019,Salvador Shopping,Short Liso,1,R$ 108.00,R$ 108.00
65216,12/2/2019,Salvador Shopping,Camisa Gola V Xadrez,2,R$ 107.00,R$ 214.00
65216,12/2/2019,Salvador Shopping,Sunga,3,R$ 100.00,R$ 300.00
65217,12/2/2019,Norte Shopping,Short Listrado,2,R$ 102.00,R$ 204.00
65217,12/2/2019,Norte Shopping,Camiseta Estampa,4,R$ 196.00,R$ 784.00
65217,12/2/2019,Norte Shopping,Chinelo Liso,1,R$ 71.00,R$ 71.00
65218,12/2/2019,Shopping Midway Mall,Calça Estampa,5,R$ 177.00,R$ 885.00
65219,12/2/2019,Novo Shopping Ribeirão Preto,Cinto Linho,4,R$ 248.00,R$ 992.00
65221,12/2/2019,Iguatemi Esplanada,Sunga Listrado,1,R$ 114.00,R$ 114.00
65221,12/2/2019,Iguatemi Esplanada,Polo Estampa,2,R$ 138.00,R$ 276.00
65222,12/2/2019,Shopping SP Market,Casaco Estampa,1,R$ 256.00,R$ 256.00
65222,12/2/2019,Shopping SP Market,Casaco Linho,1,R$ 299.00,R$ 299.00
65225,12/2/2019,Shopping Ibirapuera,Cueca Listrado,1,R$ 67.00,R$ 67.00
65226,12/2/2019,Shopping Iguatemi Fortaleza,Meia Listrado,3,R$ 37.00,R$ 111.00
65227,12/2/2019,Shopping Barra,Casaco,2,R$ 250.00,R$ 500.00
65227,12/2/2019,Shopping Barra,Polo,1,R$ 130.00,R$ 130.00
65228,12/2/2019,Shopping União de Osasco,Camiseta Linho,3,R$ 223.00,R$ 669.00
65230,12/2/2019,Passei das Águas Shopping,Terno Xadrez,1,R$ 709.00,R$ 709.00
65231,12/2/2019,Ribeirão Shopping,Casaco Estampa,2,R$ 256.00,R$ 512.00
65233,12/2/2019,Center Shopping Uberlândia,Gorro Linho,2,R$ 124.00,R$ 248.00
65235,12/2/2019,Ribeirão Shopping,Meia Estampa,5,R$ 50.00,R$ 250.00
65235,12/2/2019,Ribeirão Shopping,Gorro Linho,5,R$ 124.00,R$ 620.00
65235,12/2/2019,Ribeirão Shopping,Pulseira Xadrez,3,R$ 87.00,R$ 261.00
65236,12/2/2019,Shopping Recife,Sunga Xadrez,4,R$ 116.00,R$ 464.00
65237,12/2/2019,Rio Mar Shopping Fortaleza,Cueca Linho,1,R$ 93.00,R$ 93.00
65238,12/2/2019,Novo Shopping Ribeirão Preto,Terno Xadrez,4,R$ 709.00,"R$ 2,836.00"
65238,12/2/2019,Novo Shopping Ribeirão Preto,Meia Liso,2,R$ 38.00,R$ 76.00
65238,12/2/2019,Novo Shopping Ribeirão Preto,Tênis,3,R$ 250.00,R$ 750.00
65238,12/2/2019,Novo Shopping Ribeirão Preto,Tênis Listrado,1,R$ 262.00,R$ 262.00
65238,12/2/2019,Novo Shopping Ribeirão Preto,Relógio Listrado,3,R$ 218.00,R$ 654.00
65239,12/2/2019,Center Shopping Uberlândia,Casaco,2,R$ 250.00,R$ 500.00
65239,12/2/2019,Center Shopping Uberlândia,Meia Estampa,1,R$ 50.00,R$ 50.00
65240,12/2/2019,Shopping Ibirapuera,Calça Estampa,1,R$ 177.00,R$ 177.00
65240,12/2/2019,Shopping Ibirapuera,Relógio Xadrez,2,R$ 214.00,R$ 428.00
65241,12/2/2019,Shopping SP Market,Short Linho,2,R$ 133.00,R$ 266.00
65242,12/2/2019,Shopping Ibirapuera,Sunga Linho,2,R$ 149.00,R$ 298.00
65242,12/2/2019,Shopping Ibirapuera,Polo Listrado,1,R$ 149.00,R$ 149.00
65242,12/2/2019,Shopping Ibirapuera,Casaco Xadrez,2,R$ 259.00,R$ 518.00
65243,12/2/2019,Shopping Eldorado,Sapato Listrado,1,R$ 363.00,R$ 363.00
65246,12/2/2019,Salvador Shopping,Gorro Listrado,3,R$ 97.00,R$ 291.00
65247,12/2/2019,Ribeirão Shopping,Camisa Gola V Listrado,1,R$ 116.00,R$ 116.00
65247,12/2/2019,Ribeirão Shopping,Calça Liso,2,R$ 190.00,R$ 380.00
65248,12/2/2019,Palladium Shopping Curitiba,Short Liso,2,R$ 108.00,R$ 216.00
65249,12/2/2019,Shopping Center Interlagos,Sunga Listrado,3,R$ 114.00,R$ 342.00
65249,12/2/2019,Shopping Center Interlagos,Cueca,1,R$ 50.00,R$ 50.00
65249,12/2/2019,Shopping Center Interlagos,Meia,3,R$ 30.00,R$ 90.00
65250,12/2/2019,Shopping Vila Velha,Camiseta Liso,1,R$ 187.00,R$ 187.00
65250,12/2/2019,Shopping Vila Velha,Sapato Linho,3,R$ 391.00,"R$ 1,173.00"
65250,12/2/2019,Shopping Vila Velha,Pulseira,2,R$ 70.00,R$ 140.00
65250,12/2/2019,Shopping Vila Velha,Terno Xadrez,1,R$ 709.00,R$ 709.00
65251,12/2/2019,Shopping Morumbi,Camiseta Linho,1,R$ 223.00,R$ 223.00
65252,12/2/2019,Novo Shopping Ribeirão Preto,Cinto Listrado,2,R$ 214.00,R$ 428.00
65254,12/2/2019,Shopping Eldorado,Mochila Xadrez,1,R$ 283.00,R$ 283.00
65255,12/2/2019,Palladium Shopping Curitiba,Chinelo Xadrez,2,R$ 66.00,R$ 132.00
65255,12/2/2019,Palladium Shopping Curitiba,Terno Listrado,2,R$ 709.00,"R$ 1,418.00"
65255,12/2/2019,Palladium Shopping Curitiba,Sapato Listrado,3,R$ 363.00,"R$ 1,089.00"
65255,12/2/2019,Palladium Shopping Curitiba,Camisa Gola V Estampa,2,R$ 118.00,R$ 236.00
65256,12/2/2019,Bourbon Shopping SP,Camisa Estampa,3,R$ 113.00,R$ 339.00
65256,12/2/2019,Bourbon Shopping SP,Bermuda Liso,3,R$ 157.00,R$ 471.00
65258,12/2/2019,Shopping Vila Velha,Cinto Xadrez,2,R$ 215.00,R$ 430.00
65260,12/2/2019,Rio Mar Recife,Camisa Listrado,2,R$ 108.00,R$ 216.00
65260,12/2/2019,Rio Mar Recife,Tênis Estampa,2,R$ 256.00,R$ 512.00
65261,12/2/2019,Parque Dom Pedro Shopping,Bermuda Estampa,2,R$ 169.00,R$ 338.00
65261,12/2/2019,Parque Dom Pedro Shopping,Sunga,1,R$ 100.00,R$ 100.00
65261,12/2/2019,Parque Dom Pedro Shopping,Gorro Liso,3,R$ 92.00,R$ 276.00
65262,12/2/2019,Shopping Barra,Cinto Liso,2,R$ 209.00,R$ 418.00
65263,12/2/2019,Center Shopping Uberlândia,Terno,5,R$ 700.00,"R$ 3,500.00"
65263,12/2/2019,Center Shopping Uberlândia,Chinelo Liso,5,R$ 71.00,R$ 355.00
65263,12/2/2019,Center Shopping Uberlândia,Pulseira Linho,2,R$ 114.00,R$ 228.00
65263,12/2/2019,Center Shopping Uberlândia,Camiseta Xadrez,5,R$ 200.00,"R$ 1,000.00"
65264,12/2/2019,Shopping Eldorado,Chinelo,3,R$ 60.00,R$ 180.00
65265,12/2/2019,Center Shopping Uberlândia,Relógio Estampa,3,R$ 219.00,R$ 657.00
65266,12/2/2019,Shopping Vila Velha,Sunga Liso,2,R$ 114.00,R$ 228.00
65267,12/2/2019,Shopping Ibirapuera,Meia Liso,1,R$ 38.00,R$ 38.00
65268,12/2/2019,Shopping União de Osasco,Cueca,3,R$ 50.00,R$ 150.00
65268,12/2/2019,Shopping União de Osasco,Pulseira Estampa,3,R$ 87.00,R$ 261.00
65269,12/2/2019,Rio Mar Recife,Pulseira Listrado,2,R$ 79.00,R$ 158.00
65270,12/2/2019,Shopping Vila Velha,Meia Estampa,5,R$ 50.00,R$ 250.00
65271,12/2/2019,Shopping SP Market,Short Linho,2,R$ 133.00,R$ 266.00
65271,12/2/2019,Shopping SP Market,Casaco Liso,2,R$ 255.00,R$ 510.00
65271,12/2/2019,Shopping SP Market,Relógio Linho,1,R$ 240.00,R$ 240.00
65272,12/2/2019,Shopping Eldorado,Short Linho,2,R$ 133.00,R$ 266.00
65273,12/2/2019,Shopping Recife,Gorro Xadrez,3,R$ 85.00,R$ 255.00
65273,12/2/2019,Shopping Recife,Bermuda Linho,2,R$ 195.00,R$ 390.00
65273,12/2/2019,Shopping Recife,Chinelo,3,R$ 60.00,R$ 180.00
65274,12/2/2019,Shopping Center Interlagos,Sunga,1,R$ 100.00,R$ 100.00
65275,12/2/2019,Passei das Águas Shopping,Pulseira,2,R$ 70.00,R$ 140.00
65276,12/2/2019,Rio Mar Recife,Tênis Linho,3,R$ 294.00,R$ 882.00
65276,12/2/2019,Rio Mar Recife,Cueca Listrado,3,R$ 67.00,R$ 201.00
65276,12/2/2019,Rio Mar Recife,Sapato Listrado,1,R$ 363.00,R$ 363.00
65276,12/2/2019,Rio Mar Recife,Camisa Gola V Estampa,2,R$ 118.00,R$ 236.00
65277,12/2/2019,Iguatemi Esplanada,Chinelo Estampa,5,R$ 74.00,R$ 370.00
65278,12/2/2019,Shopping Ibirapuera,Polo Liso,1,R$ 137.00,R$ 137.00
65279,12/2/2019,Palladium Shopping Curitiba,Mochila Linho,4,R$ 311.00,"R$ 1,244.00"
65279,12/2/2019,Palladium Shopping Curitiba,Calça,1,R$ 170.00,R$ 170.00
65279,12/2/2019,Palladium Shopping Curitiba,Polo Linho,1,R$ 176.00,R$ 176.00
65280,12/2/2019,Shopping Vila Velha,Mochila Xadrez,1,R$ 283.00,R$ 283.00
65280,12/2/2019,Shopping Vila Velha,Cinto Liso,2,R$ 209.00,R$ 418.00
65282,12/2/2019,Shopping SP Market,Camiseta,1,R$ 180.00,R$ 180.00
65283,12/2/2019,Rio Mar Recife,Terno Linho,3,R$ 750.00,"R$ 2,250.00"
65284,12/2/2019,Norte Shopping,Mochila Xadrez,2,R$ 283.00,R$ 566.00
65284,12/2/2019,Norte Shopping,Gorro Linho,2,R$ 124.00,R$ 248.00
65286,12/2/2019,Bourbon Shopping SP,Terno Xadrez,5,R$ 709.00,"R$ 3,545.00"
65287,12/2/2019,Shopping Eldorado,Chinelo Linho,2,R$ 105.00,R$ 210.00
65287,12/2/2019,Shopping Eldorado,Mochila Xadrez,1,R$ 283.00,R$ 283.00
65288,12/2/2019,Shopping SP Market,Calça Listrado,3,R$ 181.00,R$ 543.00
65288,12/2/2019,Shopping SP Market,Chinelo Linho,1,R$ 105.00,R$ 105.00
65289,12/2/2019,Shopping Center Leste Aricanduva,Relógio Linho,2,R$ 240.00,R$ 480.00
65292,12/2/2019,Palladium Shopping Curitiba,Sunga Estampa,1,R$ 120.00,R$ 120.00
65292,12/2/2019,Palladium Shopping Curitiba,Short Xadrez,1,R$ 100.00,R$ 100.00
65293,12/2/2019,Shopping SP Market,Bermuda Listrado,2,R$ 163.00,R$ 326.00
65294,12/2/2019,Rio Mar Shopping Fortaleza,Sunga Linho,1,R$ 149.00,R$ 149.00
65294,12/2/2019,Rio Mar Shopping Fortaleza,Sunga Liso,5,R$ 114.00,R$ 570.00
65294,12/2/2019,Rio Mar Shopping Fortaleza,Relógio Listrado,1,R$ 218.00,R$ 218.00
65295,12/2/2019,Palladium Shopping Curitiba,Sapato Listrado,4,R$ 363.00,"R$ 1,452.00"
65297,12/2/2019,Shopping Ibirapuera,Terno Listrado,3,R$ 709.00,"R$ 2,127.00"
65299,12/2/2019,Shopping União de Osasco,Calça Liso,1,R$ 190.00,R$ 190.00
65299,12/2/2019,Shopping União de Osasco,Cinto Linho,1,R$ 248.00,R$ 248.00
65301,12/2/2019,Salvador Shopping,Bermuda Linho,2,R$ 195.00,R$ 390.00
65304,12/2/2019,Iguatemi Esplanada,Cueca Xadrez,1,R$ 60.00,R$ 60.00
65304,12/2/2019,Iguatemi Esplanada,Polo Linho,2,R$ 176.00,R$ 352.00
65308,12/2/2019,Shopping União de Osasco,Polo Estampa,1,R$ 138.00,R$ 138.00
65308,12/2/2019,Shopping União de Osasco,Relógio,1,R$ 200.00,R$ 200.00
65308,12/2/2019,Shopping União de Osasco,Chinelo Xadrez,1,R$ 66.00,R$ 66.00
65308,12/2/2019,Shopping União de Osasco,Bermuda Linho,1,R$ 195.00,R$ 195.00
65308,12/2/2019,Shopping União de Osasco,Camiseta Linho,1,R$ 223.00,R$ 223.00
65308,12/2/2019,Shopping União de Osasco,Polo Estampa,2,R$ 138.00,R$ 276.00
65310,12/2/2019,Shopping Recife,Bermuda Listrado,2,R$ 163.00,R$ 326.00
65311,12/2/2019,Shopping Center Leste Aricanduva,Short Listrado,2,R$ 102.00,R$ 204.00
65312,12/2/2019,Shopping Morumbi,Pulseira Listrado,1,R$ 79.00,R$ 79.00
65312,12/2/2019,Shopping Morumbi,Sunga Linho,1,R$ 149.00,R$ 149.00
65313,12/2/2019,Shopping Morumbi,Sapato Linho,3,R$ 391.00,"R$ 1,173.00"
65313,12/2/2019,Shopping Morumbi,Chinelo Linho,1,R$ 105.00,R$ 105.00
65314,12/2/2019,Norte Shopping,Casaco Linho,1,R$ 299.00,R$ 299.00
65314,12/2/2019,Norte Shopping,Camiseta Liso,1,R$ 187.00,R$ 187.00
65315,12/2/2019,Palladium Shopping Curitiba,Calça Xadrez,2,R$ 185.00,R$ 370.00
65315,12/2/2019,Palladium Shopping Curitiba,Mochila,4,R$ 270.00,"R$ 1,080.00"
65316,12/2/2019,Salvador Shopping,Relógio Estampa,2,R$ 219.00,R$ 438.00
65316,12/2/2019,Salvador Shopping,Casaco Listrado,1,R$ 269.00,R$ 269.00
65316,12/2/2019,Salvador Shopping,Meia,1,R$ 30.00,R$ 30.00
65318,12/2/2019,Passei das Águas Shopping,Terno Liso,1,R$ 720.00,R$ 720.00
65318,12/2/2019,Passei das Águas Shopping,Gorro Estampa,3,R$ 93.00,R$ 279.00
65321,12/2/2019,Ribeirão Shopping,Gorro Linho,2,R$ 124.00,R$ 248.00
65322,12/2/2019,Shopping Barra,Gorro,1,R$ 80.00,R$ 80.00
65324,12/2/2019,Parque Dom Pedro Shopping,Camiseta Estampa,1,R$ 196.00,R$ 196.00
65325,12/2/2019,Shopping Iguatemi Fortaleza,Camiseta Xadrez,1,R$ 200.00,R$ 200.00
65326,12/2/2019,Center Shopping Uberlândia,Casaco Xadrez,3,R$ 259.00,R$ 777.00
65326,12/2/2019,Center Shopping Uberlândia,Terno Liso,3,R$ 720.00,"R$ 2,160.00"
65326,12/2/2019,Center Shopping Uberlândia,Pulseira Estampa,1,R$ 87.00,R$ 87.00
65327,12/2/2019,Norte Shopping,Tênis Listrado,2,R$ 262.00,R$ 524.00
65327,12/2/2019,Norte Shopping,Casaco Listrado,5,R$ 269.00,"R$ 1,345.00"
65327,12/2/2019,Norte Shopping,Sunga,4,R$ 100.00,R$ 400.00
65328,12/2/2019,Rio Mar Recife,Relógio Estampa,5,R$ 219.00,"R$ 1,095.00"
65328,12/2/2019,Rio Mar Recife,Mochila Linho,4,R$ 311.00,"R$ 1,244.00"
65328,12/2/2019,Rio Mar Recife,Camiseta Estampa,1,R$ 196.00,R$ 196.00
65330,12/2/2019,Passei das Águas Shopping,Chinelo,1,R$ 60.00,R$ 60.00
65331,12/2/2019,Shopping Iguatemi Fortaleza,Terno Liso,3,R$ 720.00,"R$ 2,160.00"
65332,12/2/2019,Palladium Shopping Curitiba,Pulseira Listrado,5,R$ 79.00,R$ 395.00
65332,12/2/2019,Palladium Shopping Curitiba,Mochila Estampa,2,R$ 277.00,R$ 554.00
65332,12/2/2019,Palladium Shopping Curitiba,Mochila Linho,2,R$ 311.00,R$ 622.00
65333,12/2/2019,Passei das Águas Shopping,Bermuda Linho,1,R$ 195.00,R$ 195.00
65333,12/2/2019,Passei das Águas Shopping,Tênis Linho,1,R$ 294.00,R$ 294.00
65334,12/2/2019,Rio Mar Shopping Fortaleza,Cueca,1,R$ 50.00,R$ 50.00
65335,12/2/2019,Iguatemi Campinas,Casaco Liso,2,R$ 255.00,R$ 510.00
65336,12/2/2019,Ribeirão Shopping,Casaco Estampa,5,R$ 256.00,"R$ 1,280.00"
65336,12/2/2019,Ribeirão Shopping,Pulseira Linho,5,R$ 114.00,R$ 570.00
65337,12/2/2019,Ribeirão Shopping,Bermuda Listrado,2,R$ 163.00,R$ 326.00
65337,12/2/2019,Ribeirão Shopping,Sapato Estampa,2,R$ 358.00,R$ 716.00
65337,12/2/2019,Ribeirão Shopping,Polo Estampa,2,R$ 138.00,R$ 276.00
65340,12/2/2019,Parque Dom Pedro Shopping,Calça Linho,1,R$ 211.00,R$ 211.00
65340,12/2/2019,Parque Dom Pedro Shopping,Gorro Listrado,2,R$ 97.00,R$ 194.00
65340,12/2/2019,Parque Dom Pedro Shopping,Calça Liso,2,R$ 190.00,R$ 380.00
65341,12/2/2019,Shopping Morumbi,Cueca Liso,1,R$ 69.00,R$ 69.00
65342,12/2/2019,Shopping Iguatemi Fortaleza,Cueca Xadrez,2,R$ 60.00,R$ 120.00
65343,12/2/2019,Shopping Midway Mall,Cueca Estampa,1,R$ 66.00,R$ 66.00
65343,12/2/2019,Shopping Midway Mall,Tênis Liso,5,R$ 266.00,"R$ 1,330.00"
65344,12/2/2019,Shopping Barra,Camiseta Xadrez,2,R$ 200.00,R$ 400.00
65346,12/2/2019,Shopping Vila Velha,Casaco Estampa,3,R$ 256.00,R$ 768.00
65346,12/2/2019,Shopping Vila Velha,Camisa Gola V Listrado,1,R$ 116.00,R$ 116.00
65346,12/2/2019,Shopping Vila Velha,Tênis Liso,1,R$ 266.00,R$ 266.00
65346,12/2/2019,Shopping Vila Velha,Sapato,2,R$ 350.00,R$ 700.00
65348,12/2/2019,Shopping Recife,Relógio Listrado,1,R$ 218.00,R$ 218.00
65348,12/2/2019,Shopping Recife,Cueca Estampa,1,R$ 66.00,R$ 66.00
65350,12/2/2019,Passei das Águas Shopping,Calça Linho,3,R$ 211.00,R$ 633.00
65351,12/2/2019,Shopping Iguatemi Fortaleza,Bermuda,2,R$ 150.00,R$ 300.00
65351,12/2/2019,Shopping Iguatemi Fortaleza,Camisa,1,R$ 100.00,R$ 100.00
65353,12/2/2019,Shopping Center Leste Aricanduva,Gorro Liso,3,R$ 92.00,R$ 276.00
65353,12/2/2019,Shopping Center Leste Aricanduva,Cueca Liso,3,R$ 69.00,R$ 207.00
65354,12/2/2019,Center Shopping Uberlândia,Calça Liso,1,R$ 190.00,R$ 190.00
65354,12/2/2019,Center Shopping Uberlândia,Short Linho,4,R$ 133.00,R$ 532.00
65355,12/2/2019,Shopping Recife,Meia Linho,1,R$ 78.00,R$ 78.00
65357,12/2/2019,Shopping Ibirapuera,Camiseta,2,R$ 180.00,R$ 360.00
65358,12/2/2019,Rio Mar Recife,Cinto Linho,2,R$ 248.00,R$ 496.00
65358,12/2/2019,Rio Mar Recife,Calça Listrado,3,R$ 181.00,R$ 543.00
65362,12/2/2019,Shopping Midway Mall,Pulseira Liso,2,R$ 87.00,R$ 174.00
65363,12/2/2019,Shopping Center Leste Aricanduva,Meia Linho,1,R$ 78.00,R$ 78.00
65364,12/2/2019,Shopping Midway Mall,Polo,5,R$ 130.00,R$ 650.00
65364,12/2/2019,Shopping Midway Mall,Short Liso,1,R$ 108.00,R$ 108.00
65364,12/2/2019,Shopping Midway Mall,Short Xadrez,3,R$ 100.00,R$ 300.00
65365,12/2/2019,Rio Mar Shopping Fortaleza,Short Linho,4,R$ 133.00,R$ 532.00
65366,12/2/2019,Parque Dom Pedro Shopping,Mochila Liso,3,R$ 276.00,R$ 828.00
65366,12/2/2019,Parque Dom Pedro Shopping,Tênis Liso,1,R$ 266.00,R$ 266.00
65366,12/2/2019,Parque Dom Pedro Shopping,Bermuda,2,R$ 150.00,R$ 300.00
65366,12/2/2019,Parque Dom Pedro Shopping,Tênis Linho,4,R$ 294.00,"R$ 1,176.00"
65367,12/2/2019,Rio Mar Recife,Polo Linho,1,R$ 176.00,R$ 176.00
65367,12/2/2019,Rio Mar Recife,Terno Xadrez,3,R$ 709.00,"R$ 2,127.00"
65370,12/2/2019,Shopping Recife,Terno Xadrez,2,R$ 709.00,"R$ 1,418.00"
65370,12/2/2019,Shopping Recife,Tênis Liso,5,R$ 266.00,"R$ 1,330.00"
65371,12/2/2019,Shopping Barra,Casaco,2,R$ 250.00,R$ 500.00
65371,12/2/2019,Shopping Barra,Casaco Liso,1,R$ 255.00,R$ 255.00
65371,12/2/2019,Shopping Barra,Camisa Xadrez,2,R$ 105.00,R$ 210.00
65372,12/2/2019,Shopping Barra,Relógio Listrado,3,R$ 218.00,R$ 654.00
65372,12/2/2019,Shopping Barra,Polo Liso,3,R$ 137.00,R$ 411.00
65372,12/2/2019,Shopping Barra,Casaco,2,R$ 250.00,R$ 500.00
65372,12/2/2019,Shopping Barra,Short Xadrez,1,R$ 100.00,R$ 100.00
65373,12/2/2019,Bourbon Shopping SP,Sapato Estampa,3,R$ 358.00,"R$ 1,074.00"
65374,12/2/2019,Norte Shopping,Casaco Xadrez,1,R$ 259.00,R$ 259.00
65374,12/2/2019,Norte Shopping,Sapato Estampa,1,R$ 358.00,R$ 358.00
65374,12/2/2019,Norte Shopping,Mochila Listrado,4,R$ 275.00,"R$ 1,100.00"
65376,12/2/2019,Shopping Eldorado,Camiseta Xadrez,5,R$ 200.00,"R$ 1,000.00"
65378,12/2/2019,Shopping Barra,Chinelo Listrado,1,R$ 73.00,R$ 73.00
65378,12/2/2019,Shopping Barra,Camisa Liso,3,R$ 105.00,R$ 315.00
65382,12/2/2019,Iguatemi Esplanada,Chinelo Xadrez,1,R$ 66.00,R$ 66.00
65382,12/2/2019,Iguatemi Esplanada,Polo Linho,1,R$ 176.00,R$ 176.00
65384,12/2/2019,Iguatemi Esplanada,Chinelo Linho,3,R$ 105.00,R$ 315.00
65384,12/2/2019,Iguatemi Esplanada,Tênis Liso,3,R$ 266.00,R$ 798.00
65385,12/2/2019,Parque Dom Pedro Shopping,Pulseira Listrado,1,R$ 79.00,R$ 79.00
65385,12/2/2019,Parque Dom Pedro Shopping,Meia Xadrez,3,R$ 41.00,R$ 123.00
65385,12/2/2019,Parque Dom Pedro Shopping,Cinto Linho,2,R$ 248.00,R$ 496.00
65386,12/2/2019,Shopping Vila Velha,Sapato,1,R$ 350.00,R$ 350.00
65387,12/2/2019,Shopping Center Interlagos,Camisa Liso,1,R$ 105.00,R$ 105.00
65388,12/2/2019,Shopping Iguatemi Fortaleza,Calça Estampa,1,R$ 177.00,R$ 177.00
65388,12/2/2019,Shopping Iguatemi Fortaleza,Casaco Listrado,1,R$ 269.00,R$ 269.00
65389,12/2/2019,Shopping Eldorado,Casaco Linho,1,R$ 299.00,R$ 299.00
65390,12/2/2019,Norte Shopping,Mochila Liso,1,R$ 276.00,R$ 276.00
65390,12/2/2019,Norte Shopping,Camisa Linho,2,R$ 141.00,R$ 282.00
65392,12/2/2019,Shopping Midway Mall,Sunga Linho,2,R$ 149.00,R$ 298.00
65393,12/2/2019,Shopping SP Market,Mochila Xadrez,3,R$ 283.00,R$ 849.00
65393,12/2/2019,Shopping SP Market,Tênis Xadrez,1,R$ 259.00,R$ 259.00
65394,12/2/2019,Shopping SP Market,Chinelo Linho,1,R$ 105.00,R$ 105.00
65394,12/2/2019,Shopping SP Market,Calça Linho,2,R$ 211.00,R$ 422.00
65396,12/2/2019,Rio Mar Recife,Mochila,3,R$ 270.00,R$ 810.00
65397,12/2/2019,Rio Mar Shopping Fortaleza,Meia Xadrez,2,R$ 41.00,R$ 82.00
65397,12/2/2019,Rio Mar Shopping Fortaleza,Cinto,2,R$ 200.00,R$ 400.00
65397,12/2/2019,Rio Mar Shopping Fortaleza,Camisa Gola V,3,R$ 100.00,R$ 300.00
65398,12/2/2019,Parque Dom Pedro Shopping,Cinto Listrado,2,R$ 214.00,R$ 428.00
65398,12/2/2019,Parque Dom Pedro Shopping,Sunga Listrado,4,R$ 114.00,R$ 456.00
65400,12/2/2019,Shopping Recife,Polo Xadrez,3,R$ 142.00,R$ 426.00
65402,12/2/2019,Shopping Barra,Cueca Listrado,1,R$ 67.00,R$ 67.00
65402,12/2/2019,Shopping Barra,Casaco Liso,5,R$ 255.00,"R$ 1,275.00"
65402,12/2/2019,Shopping Barra,Sunga Estampa,3,R$ 120.00,R$ 360.00
65405,12/2/2019,Bourbon Shopping SP,Mochila Estampa,1,R$ 277.00,R$ 277.00
65405,12/2/2019,Bourbon Shopping SP,Gorro Liso,2,R$ 92.00,R$ 184.00
65406,12/2/2019,Shopping União de Osasco,Mochila,2,R$ 270.00,R$ 540.00
65407,12/2/2019,Shopping Morumbi,Sunga Xadrez,1,R$ 116.00,R$ 116.00
65407,12/2/2019,Shopping Morumbi,Polo Estampa,4,R$ 138.00,R$ 552.00
65407,12/2/2019,Shopping Morumbi,Camisa Gola V Linho,5,R$ 145.00,R$ 725.00
65409,12/2/2019,Shopping Recife,Meia Xadrez,2,R$ 41.00,R$ 82.00
65409,12/2/2019,Shopping Recife,Gorro,3,R$ 80.00,R$ 240.00
65410,12/2/2019,Shopping Recife,Tênis Linho,1,R$ 294.00,R$ 294.00
65411,12/3/2019,Shopping Iguatemi Fortaleza,Calça Linho,3,R$ 211.00,R$ 633.00
65412,12/3/2019,Ribeirão Shopping,Relógio Liso,3,R$ 216.00,R$ 648.00
65413,12/3/2019,Rio Mar Recife,Tênis Xadrez,3,R$ 259.00,R$ 777.00
65414,12/3/2019,Ribeirão Shopping,Camiseta Liso,2,R$ 187.00,R$ 374.00
65415,12/3/2019,Passei das Águas Shopping,Casaco,2,R$ 250.00,R$ 500.00
65416,12/3/2019,Shopping Center Leste Aricanduva,Camisa Gola V,4,R$ 100.00,R$ 400.00
65417,12/3/2019,Parque Dom Pedro Shopping,Camisa,2,R$ 100.00,R$ 200.00
65417,12/3/2019,Parque Dom Pedro Shopping,Mochila Xadrez,3,R$ 283.00,R$ 849.00
65418,12/3/2019,Shopping Iguatemi Fortaleza,Calça Estampa,1,R$ 177.00,R$ 177.00
65418,12/3/2019,Shopping Iguatemi Fortaleza,Polo Linho,2,R$ 176.00,R$ 352.00
65419,12/3/2019,Shopping Center Interlagos,Camisa Estampa,4,R$ 113.00,R$ 452.00
65421,12/3/2019,Novo Shopping Ribeirão Preto,Gorro Linho,1,R$ 124.00,R$ 124.00
